rpy.x,rpy.y,rpy.z
-0.00567917104750665,-0.01097056223794112,-2.597256853619559
-0.005648709055512329,-0.010985380955929583,-2.5972843033438697
-0.005707772182355747,-0.010999755662033423,-2.5973115738501766
-0.005719030455124302,-0.010993451226215938,-2.597304627289233
-0.005712743537429697,-0.010985695683132223,-2.597300379040516
-0.005692018101765899,-0.010983767787818089,-2.597285197860248
-0.005715356232006408,-0.010964535223786853,-2.5973083623878406
-0.005722374266635936,-0.010980559288168936,-2.597287283878568
-0.005718194185933375,-0.010991048008655323,-2.597301620067713
-0.005705688522241244,-0.010999961241865596,-2.597278135466724
-0.005737409480393571,-0.010976983730957457,-2.5973042400868067
-0.005734265440942472,-0.010982953929074044,-2.5972945718951395
-0.005732731443223179,-0.010997189015828036,-2.597275639091546
-0.005701166388587754,-0.010968964666996237,-2.5972979188804044
-0.005692634736526072,-0.010997690415754935,-2.597285190315909
-0.005715622869499132,-0.010982191472308297,-2.597268743576979
-0.005719263686408644,-0.010961537722365675,-2.597265596487788
-0.005714933730733918,-0.01098066835409924,-2.597275818976083
-0.0056671007136387145,-0.011010032569033962,-2.597278386957023
-0.005739991175537829,-0.0109788194409449,-2.597266465315696
-0.005686050278996999,-0.011005496411305883,-2.5973116740494584
-0.005770408991305947,-0.010968876571727675,-2.5973251748188084
-0.005746287852299587,-0.01096372631761321,-2.597289237910019
-0.005780107416139679,-0.010967658074632666,-2.5972923113242743
-0.005742248502595724,-0.010996267868370248,-2.597329218104216
-0.005725368988302401,-0.010958890381783763,-2.5972637613720413
-0.0057170909527233735,-0.01097197595532076,-2.5972535577153226
-0.005754056123775211,-0.010967098313266489,-2.5972618626776938
-0.0056641522964224885,-0.011005554726204594,-2.5973005470529857
-0.005729751160217236,-0.010968331159566923,-2.5973140308484504
-0.005737490840845557,-0.01096147137713161,-2.597294044724439
-0.0057531549185214585,-0.010959008989152558,-2.597281865599807
-0.005743583639731291,-0.010982226335740957,-2.5972695810867465
-0.005761353525616203,-0.010977824831521715,-2.5973069636769686
-0.005760810119223065,-0.010978278543460758,-2.5973252722929328
-0.00573826087497936,-0.01099081373089187,-2.5973255059155593
-0.005722127256819938,-0.010972510695024954,-2.5973110307308085
-0.005753224689926732,-0.010965262633116753,-2.5973092523694183
-0.005760971999077505,-0.010962872794328412,-2.5972966001488156
-0.005778886823223919,-0.010972289008692996,-2.59728002090633
-0.005690905297977843,-0.01098521535305292,-2.597315461139118
-0.005680780342708908,-0.010972326550080685,-2.5972569149218874
-0.005606050330742011,-0.011783088654552142,-2.597976185481306
-0.0067795692060204065,-0.020709330751132158,-2.6163105371615116
-0.008196098750294084,-0.03917254245853099,-2.652480270890529
-0.006480636905420704,-0.06639003960440136,-2.7080654989004818
-0.00010442662692457475,-0.09531539968187651,-2.7695439762240497
0.010286451488203743,-0.12216811379416341,-2.8288297639763913
0.02411644638254693,-0.14551398688206219,-2.8836709130111564
0.040746268061717585,-0.16745316842014205,-2.937935427017173
0.06068272633871871,-0.1879326132776319,-2.993436148663665
0.08435353663725163,-0.20617699584445312,-3.0501259938646608
0.1111234863969081,-0.22185125157349156,-3.107434201252034
0.14033505004084731,-0.23478080240870586,3.1179363471195147
0.17242768018300086,-0.24430166346423773,3.0589633353974133
0.20659312877167632,-0.2502686171025147,2.9994617132037464
0.24233118989530392,-0.25268453515259853,2.940535538249395
0.2793835204977347,-0.2511594532923428,2.8818993976942067
0.31725930098211635,-0.2455572352004866,2.8239997971925157
0.3554825759559528,-0.23584638941710162,2.7669256369207096
0.39335758597799775,-0.22211191118943197,2.7110305881188075
0.4308515847124443,-0.2041228198666574,2.6563753437294544
0.46706035988225797,-0.1820026415046556,2.6037799180560057
0.5020089090350318,-0.15617969992705388,2.5529546089232675
0.5355070666697441,-0.1265266616692069,2.503865755068201
0.5672815302680173,-0.09291727185389688,2.4569986946740516
0.596854309217514,-0.05593925596648852,2.41235848482849
0.6241669930632918,-0.015983103105481993,2.3698076209051084
0.6489544660569816,0.027027587386278765,2.329524316272452
0.6712023124925542,0.07308872556808377,2.2912670732729725
0.690728806342355,0.12147689754957718,2.2548575789820346
0.7076434896348197,0.17217383544600248,2.219951583610539
0.7214704609853335,0.22517247592965542,2.1866197542359744
0.7325229986507851,0.280172362558037,2.154489315998068
0.7403963454402731,0.3365078950490944,2.123176624340818
0.7451418111524807,0.3945757808764986,2.092423433204511
0.746177108296386,0.45399555583863527,2.061613027504589
0.7435137523781001,0.5143349993863843,2.0303034334197747
0.7369267808507713,0.5753177619025982,1.9983317257868973
0.7255601230615796,0.6369297277751795,1.9647307731507875
0.7085207527217232,0.6991640917756485,1.9281952763466919
0.6852410928955677,0.7610791904582787,1.8882673902683338
0.6542946122019484,0.8226894103204528,1.8432769725616251
0.6138809302286213,0.8835835327537807,1.7912085283622896
0.5621832791234984,0.9429321304015437,1.7300677707293808
0.4963483813653481,0.9998625858779213,1.6570460713699768
0.41532652997733394,1.0517440967068086,1.571102030713156
0.342769903345351,1.087220987105707,1.496223340767104
0.2999211090513265,1.104135498360117,1.4516392161223384
0.2985569131423591,1.1044242248695568,1.449700151788924
0.3214194846920821,1.093508033974597,1.4726146938251017
0.33345339658288853,1.0635803239329658,1.4801937069336446
0.3284858917623637,1.0091931771336828,1.4621060219573465
0.31027244517397096,0.9313669880541291,1.4222347507700346
0.29208436871826676,0.8483483063761238,1.3796642392015348
0.2784177325250335,0.7705541849165733,1.3428010018358711
0.2678131125567435,0.6973123173415414,1.3094182037836435
0.2586681984262909,0.6244663626447564,1.275283897931169
