pos.x,pos.y,pos.z,orient.x,orient.y,orient.z,orient.w,n_secs_ee
0.2617191710388713,-0.5596883084359131,0.6468518450531408,0.006104416580732893,-0.0013303948741817295,0.9631704247962632,-0.2688190821825596,1720696283922422987
0.26169745243382203,-0.5597153111761919,0.6468289334912842,0.006070995023657314,-0.0013041817836097996,0.9631847484085122,-0.26876864133028827,1720696283947421557
0.2613238522208604,-0.5605257186828487,0.6460764428433466,0.0061083861961743775,-8.263063948055069e-05,0.9638242092384011,-0.26646871200241656,1720696283972429971
0.2586881237172311,-0.5669833794523464,0.6399879280832791,0.006197926000833248,0.006349256670202723,0.9683046931810837,-0.24961429008875136,1720696283997432996
0.25331955631331565,-0.5822065457239252,0.6240784606735733,0.006006410259812014,0.01415108400023497,0.9760888660878118,-0.21682757056430554,1720696284022389896
0.2461703161003414,-0.6013975288031116,0.6020344040521672,0.005359875372689941,0.02379419291732163,0.984416744981692,-0.17415160154030482,1720696284047431682
0.23837226172062428,-0.6173417189749633,0.5821846332278438,0.00406130912192353,0.03564568615287454,0.9905828875839988,-0.1321303661262386,1720696284072422202
0.23059257362972746,-0.6293143779381382,0.5662433013843258,0.002038939102175224,0.04959176709223649,0.9944501038779953,-0.09276578173578597,1720696284097431324
0.22269054262069257,-0.6408638931506152,0.5493530738539996,-0.0003804115508332926,0.06161394441052419,0.9966025306630393,-0.05465320683413487,1720696284122422026
0.21431021736114983,-0.6530863639004689,0.5298253298259132,-0.0030036789955242955,0.07127472956046918,0.9973117123361016,-0.01674034873612106,1720696284147422549
0.20538987417363957,-0.6640022222584956,0.510712669912092,-0.0061752666532663295,0.0814524261338121,0.9964275975714866,0.02143387871087588,1720696284172421713
0.1961482766079172,-0.6737290015877068,0.4918208668005783,-0.009961602052436685,0.0921277518093482,0.9939117212997336,0.059604816031128875,1720696284197429880
0.18685863108400053,-0.6826576097484587,0.47236702509832046,-0.014173958482324701,0.10240628640051372,0.9899031448228123,0.09697327093845744,1720696284222394231
0.17707866054624827,-0.6908118615376145,0.45248804430677414,-0.018809144069432564,0.1124386630062447,0.9843631799823269,0.13428660787965635,1720696284247431888
0.16689736203580208,-0.6979829860723509,0.4326048979081798,-0.02390491682240366,0.12242312279884952,0.9772761236892554,0.1713841066808556,1720696284272431042
0.1565912950758313,-0.7042534039941362,0.4124690329545919,-0.029429620833100197,0.13204317917493286,0.9687282211096468,0.20800031220345727,1720696284297422222
0.14609805659156638,-0.7096192698228017,0.3920821199422615,-0.03540432760142577,0.14139099464061108,0.9587144957849947,0.24417542012527194,1720696284322422434
0.13541798420827017,-0.7139973429083197,0.3716145178286623,-0.04187714474454132,0.15070856632597568,0.9471832794517158,0.2799590468463318,1720696284347435253
0.12463652671724312,-0.7175045505334323,0.35095285314806823,-0.048737401172788616,0.15967886782850244,0.9342385259413722,0.3151598031837536,1720696284372430493
0.11378156538665113,-0.7200553964097771,0.33015066488141953,-0.05604982718565442,0.16838662017261502,0.9198654877390764,0.34978828952075136,1720696284397421912
0.10295801714194197,-0.721650429009734,0.3093499723457664,-0.06373966015637376,0.1768123949205861,0.9041446660981751,0.3836626845183358,1720696284422422818
0.0920288177708029,-0.7223422814184888,0.2883326738074458,-0.07182255007529256,0.18491787224381215,0.8870626221052054,0.4168534590108869,1720696284447422795
0.08113480578312054,-0.7220799831780311,0.26753274753899603,-0.08028015706029587,0.19277493289481565,0.8686952112188551,0.44917875243070243,1720696284472423149
0.07037658940140318,-0.7209067408091254,0.24661552053305807,-0.08907429838942622,0.20028267408300593,0.8490876680609103,0.4806274563271196,1720696284497410318
0.05974990054607493,-0.7187835819181707,0.2256430786462696,-0.09833543971749097,0.20749880297721293,0.8281201305029398,0.5113623348608946,1720696284522425740
0.049198217180991544,-0.7157692694651113,0.20476197421802805,-0.10792924316880577,0.21438762467701813,0.80603222280467,0.5410187433489874,1720696284547435210
0.038815710421533145,-0.711859391461457,0.1838846415595458,-0.11787629906214538,0.2209166145596821,0.78283209212796,0.5696270210106449,1720696284572435379
0.028682346697151473,-0.7070868646861759,0.16310148391301985,-0.12816057529460767,0.22701518487148548,0.7584904337647105,0.5972698173065016,1720696284597432425
0.01879666891176912,-0.7014373534827292,0.14242132301375493,-0.138682521173308,0.23263439426837854,0.7331363118583393,0.6238265345103168,1720696284622431964
0.009133292308000807,-0.694947534254766,0.122012005253064,-0.1495694646048359,0.23797990026208174,0.7067626835378307,0.6492157203021787,1720696284647434021
0.0006531003220681675,-0.6884562972656412,0.10328801271223331,-0.15912855921443425,0.241914871765467,0.6825288765525097,0.6710511374947551,1720696284672436400
-0.004114202343432627,-0.6844639219259661,0.0922621906226683,-0.16442198165041194,0.2436180945695538,0.6684063604402034,0.6832631800935366,1720696284697424355
-0.004373799655713717,-0.6836830557758443,0.09151873636777207,-0.16653724338293288,0.24503945825766932,0.6653328049800963,0.6852395705740577,1720696284722422774
-0.0030307602898935193,-0.6846045922400217,0.09489352483024886,-0.165979315110893,0.24529663650035458,0.6681918394330401,0.6824954892100183,1720696284747422482
-0.0024582329684534887,-0.6853237367408507,0.09663906649687651,-0.16476660547871128,0.24480885506858563,0.6707569731000359,0.6804452022291793,1720696284772422041
-0.0025620179014475553,-0.6855965584756702,0.09633472248241065,-0.16359139182937543,0.24386208786685312,0.6719668196249241,0.6798747913724348,1720696284797423204
-0.002562852622164824,-0.6856645296707715,0.09633824925286652,-0.16333075830016663,0.24369538134376298,0.6722710216523047,0.6796964748704946,1720696284822424218
-0.002522100316024456,-0.6856778208276955,0.0963959888755316,-0.1633279439114416,0.2437311301274591,0.6723413959873076,0.6796147189299915,1720696284847436856
-0.0026081004658729534,-0.6855962839998,0.09702998997415085,-0.162844700621174,0.243401955583512,0.6722528670957527,0.6799361544875097,1720696284872437282
-0.0025976165618094016,-0.68503956278769,0.10275698787085102,-0.16215570175981683,0.24415243197112285,0.6710062881198268,0.681062170182003,1720696284897431211
-0.002554827014497274,-0.6835807741490363,0.11671719672074382,-0.16192564029035486,0.24707773701320218,0.6677867099705244,0.68322294229317,1720696284922422510
-0.0024783191789459202,-0.6810793949188254,0.1360618412682537,-0.16220877012770882,0.25163311826428403,0.6631853687771937,0.6859695731780723,1720696284947424037
-0.0022967818436023246,-0.6778662677390277,0.15494296718377015,-0.16165093626953617,0.25532022095512613,0.6585070456096341,0.6892380071187886,1720696284972437206
-0.0020202818612643503,-0.6741108195990357,0.17243919148759806,-0.16039961815399875,0.25805345874447994,0.6539753326882886,0.6928178975468984,1720696284997424312
-0.0016866756478482459,-0.6697312976108895,0.1904676795377554,-0.15960347094827979,0.26143668963630606,0.6491846501408828,0.6962304786453485,1720696285022423072
-0.0012337343706707027,-0.6648106240696898,0.20825222943656962,-0.15883144806070743,0.2647654931590689,0.64438569057898,0.6995990898480534,1720696285047433216
-0.000661354053867913,-0.6594135068139569,0.2255218110010635,-0.15809359324990538,0.2680282697534145,0.6396271344185803,0.7028829143618444,1720696285072422633
-5.410848015530156e-06,-0.6534744639257677,0.24281683118414799,-0.15754355256248495,0.2715240932958574,0.634743855146482,0.7060842259671547,1720696285097432663
0.0007972191433022746,-0.6470767429942528,0.25968104810070847,-0.1568666122682499,0.27494380290492115,0.6297938550534643,0.7093366417552094,1720696285122426992
0.0017314337566244897,-0.6401928615609402,0.276161564884942,-0.1562546566138945,0.27834245286160597,0.6248710582732321,0.712492892423461,1720696285147431024
0.0026896328203201425,-0.6328007543512849,0.292462179675138,-0.15575120204366508,0.2817613015331113,0.6198632335986618,0.7156267907596329,1720696285172437079
0.00379111536543425,-0.6249873020620256,0.30823468171022367,-0.15521519255238658,0.2851496313195557,0.6148343890271256,0.7187326386278058,1720696285197422065
0.004995876366970742,-0.616691998416977,0.3237432574574355,-0.15468023919631238,0.2885210006698982,0.6097470859019398,0.7218297216163273,1720696285222422572
0.0063371297297172835,-0.6079672040052962,0.3388560289607349,-0.15417594886259584,0.29195198728520155,0.6046376412611018,0.7248497338640272,1720696285247430994
0.0077578683678233284,-0.5987914332975373,0.35364546285894,-0.15378161571633078,0.29539724142879215,0.5995122306203837,0.7277889596308167,1720696285272438099
0.009286057543934134,-0.5892788627167876,0.36796079001838644,-0.15332441104399375,0.29878397784784666,0.594365213261433,0.730718655040448,1720696285297434604
0.010926588230873502,-0.5793941356441475,0.3818091709419625,-0.1528793864438789,0.30214441181843643,0.5891471657110849,0.7336499606365625,1720696285322422033
0.012680360927072865,-0.5691141112860006,0.3952439608085881,-0.15245770622947916,0.30546436066156984,0.5838930681126765,0.7365575722147112,1720696285347431587
0.01451924173241731,-0.5584855203586656,0.4081985983485491,-0.1521007724507307,0.3087855379718447,0.5785903600705518,0.739425480892266,1720696285372432501
0.016478053324132658,-0.5475145697419641,0.42075223263301215,-0.1517850908610658,0.31213849030984475,0.573249953800973,0.7422367139441239,1720696285397423217
0.018538635984108542,-0.5361943519604561,0.4329092826217512,-0.1514861464089584,0.3155620450309529,0.5678578417518628,0.7449899427126265,1720696285422422307
0.020676520875171522,-0.524615696982853,0.4445323832118072,-0.15117617775817976,0.3189392562866286,0.5624351107901234,0.7477233848344326,1720696285447422972
0.022892601815769187,-0.5127788136893563,0.4556018179902076,-0.1508877408179923,0.32222778892902904,0.5570182595979912,0.7504217482104155,1720696285472436922
0.0252013121951222,-0.5006777699943756,0.4661869338275984,-0.15066372649070628,0.3255450681528842,0.55151618525918,0.7530941159765022,1720696285497422485
0.0276108025867709,-0.4883655994600371,0.476293540103341,-0.1504379404868337,0.3288560788635234,0.5459888111037329,0.7557237085113317,1720696285522402204
0.03013146088573962,-0.4757057915598958,0.48598353054423704,-0.15024620253047613,0.33226866728299925,0.540387915840986,0.7582905193790742,1720696285547444153
0.0327257922635216,-0.46292791363882213,0.49509726781854213,-0.1500808324923631,0.3355509006547676,0.5348141170337299,0.760825339358256,1720696285572431724
0.035390518448371294,-0.44988409618791503,0.5037852115626829,-0.1500508856705869,0.33895655307562284,0.5291254512472271,0.7632951222685648,1720696285597433349
0.038117230619777565,-0.43676184320053524,0.5118227298240482,-0.1499455435886446,0.34222201008236347,0.5234965060313629,0.7657361412040363,1720696285622421955
0.0409335561689306,-0.42351841235402077,0.5193095367469247,-0.14977066420392812,0.34549023566922477,0.5177995763173749,0.7681724051062266,1720696285647423851
0.04380574052609765,-0.410081206567895,0.5263828298751025,-0.1497562153843138,0.3488377994277022,0.512034633578204,0.7705230688698682,1720696285672422852
0.04643452046570645,-0.3983931691806699,0.5322585810798297,-0.15046851782608103,0.3521570185631267,0.5072121665197236,0.7720624829340694,1720696285697433087
0.047091562454702,-0.3953182337632976,0.5335759779793646,-0.15007442299222745,0.3526806357245549,0.5058308094634701,0.7728060746047513,1720696285722423572
0.046690111444394666,-0.39678400231745237,0.5321821889174984,-0.14871698829978117,0.351422508168148,0.5063702600078168,0.7732881984897136,1720696285747421419
0.04639994961367336,-0.39746496685987576,0.5319968100420073,-0.14890231302243176,0.351568073444392,0.5064458641685028,0.7731368427243567,1720696285772431057
0.044260540622402283,-0.39939432692627685,0.532514620487921,-0.14693959841006332,0.35287879826085666,0.5049621990339839,0.7738853181859869,1720696285797422720
0.03633016323965427,-0.406564524410303,0.5330199459120725,-0.13832946014815342,0.35542067446375636,0.4997129305201565,0.7777069446069041,1720696285822422962
0.02568648167557311,-0.41576901528566135,0.5332389726961637,-0.12648190184790103,0.3583188101707423,0.4929683601789277,0.7826826653537566,1720696285847423134
0.014769461750439694,-0.4243525550255871,0.5340377179883801,-0.11491431054036712,0.36176464623227,0.485907996761572,0.7872829609820277,1720696285872423512
0.003683214077183611,-0.4324288356045961,0.5347454878751395,-0.10341472736206277,0.3648258163449013,0.4789546972218748,0.7917132788465839,1720696285897422015
-0.0077134688601042944,-0.4403015439853335,0.5350748722731625,-0.09180981068433544,0.36731150053356343,0.4720704860217274,0.7961172504506472,1720696285922423375
-0.019312968924548285,-0.44772533418223787,0.5353470450567677,-0.08040187942930353,0.3696165352192977,0.4651728148452601,0.8003333099438351,1720696285947423160
-0.03127191321466774,-0.4548194764298612,0.535486138211242,-0.06892973266781285,0.37171354793762884,0.4581740782716609,0.8044589761037401,1720696285972437249
-0.04352440246222963,-0.4616391874711036,0.5354726131130321,-0.05739096022298484,0.3734734548161714,0.4512300766126339,0.8084647637296961,1720696285997430360
-0.05611119660899866,-0.4680850816852674,0.5353839875530624,-0.045848714346365484,0.37492389992373937,0.4442513328036321,0.8123858184144747,1720696286022421895
-0.06894866471117819,-0.47419923541013376,0.5351148812824881,-0.0342370857466338,0.3761149587769741,0.43726080564912434,0.8161913670131848,1720696286047435575
-0.08205015224702733,-0.47993799914192764,0.5348328322375069,-0.02266672842599651,0.37713187375178486,0.4302385103376943,0.819849128465312,1720696286072431707
-0.09548222263606437,-0.48532546921869013,0.534383150053299,-0.011029904374330676,0.377817711647718,0.4232009556862446,0.8234276343923758,1720696286097388341
-0.10922579242932434,-0.4904020683862949,0.5336715563347212,0.0007306252611350196,0.37810371849545504,0.41618897524614024,0.826936382758798,1720696286122422306
-0.12316889008375992,-0.4950077385871047,0.5329833208805572,0.01235073904729599,0.3782405073981265,0.4091214554729554,0.830301880330211,1720696286147422400
-0.13735962243969319,-0.49917983270844885,0.5321742648085472,0.024015685202142246,0.3781238091432543,0.4019771424035346,0.833582634660989,1720696286172433883
-0.15176487095601549,-0.5030361198621568,0.5311516983147782,0.03571542497941428,0.3776167462380721,0.3949113652507343,0.8367646114499062,1720696286197435942
-0.16640151315906504,-0.5064009562420838,0.5300436104208465,0.047393040605816714,0.376866253613232,0.38779412185356504,0.8398460844973231,1720696286222408725
-0.1812717067279947,-0.5093200871397421,0.5289043128461095,0.059049268270635134,0.37599287461061864,0.38057680087029055,0.8427952543756291,1720696286247434584
-0.19625671068286518,-0.5118570504180815,0.5275433444304186,0.07066788649436206,0.3747178306456886,0.3735447019288513,0.8456104025350532,1720696286272432478
-0.21145593413027414,-0.5138963778022526,0.5261548094641041,0.08225639137028298,0.3732321977501133,0.36639714969978804,0.8483423491334323,1720696286297423321
-0.2268235847873675,-0.5154885366223098,0.5246161999900927,0.09386845266455207,0.37147867485575803,0.35918721889816213,0.8509858103999012,1720696286322424183
-0.24232163480272398,-0.5166759264259381,0.5229359648950754,0.10540055590838014,0.3694633110978083,0.35203198008622943,0.8534993084727234,1720696286347422753
-0.2580673272377687,-0.5173456147674549,0.5211682437791102,0.11695375839741438,0.36714973467166295,0.34481211578733484,0.8559366188763677,1720696286372436190
-0.2737801337339475,-0.5175612367977306,0.5193028132190737,0.12843210669346586,0.36460456329238833,0.3376526706965398,0.8582303772112352,1720696286397422409
-0.2897265994347932,-0.5173428615406139,0.5172163825401332,0.13989433960651518,0.36167199973210096,0.33046937386644054,0.8604725046694769,1720696286422421944
-0.30572755331626944,-0.5165714597887361,0.5150689768423743,0.15126625016480202,0.3585780098861272,0.3232266946799795,0.8625919291492584,1720696286447434670
-0.32179016159054674,-0.515296954225134,0.5129014929065533,0.16256728335454773,0.3553025104210807,0.31599100734071406,0.8645702329776344,1720696286472438123
-0.3379556043383868,-0.5135710961932641,0.5105246119836754,0.17379470287958698,0.3516598320130087,0.3087952947794288,0.8664734443257128,1720696286497440140
-0.3541491576061704,-0.5113173605422155,0.5080002542931119,0.18501347846251406,0.34767865770734585,0.3016034810185614,0.868288491228293,1720696286522425039
-0.3703126890208598,-0.5085826226833826,0.5054521159955669,0.19608776025131747,0.3435718054823434,0.294402106390242,0.8699628753632038,1720696286547423027
-0.38620219806766487,-0.5054840504469046,0.5028138136789039,0.20680942495616741,0.33928726895056327,0.28742379902338483,0.8714938729746368,1720696286572422533
-0.3981632385953184,-0.502820594599992,0.5005307198278582,0.21486071252328034,0.3356457553993968,0.2822654174597618,0.8726414127249652,1720696286597438581
-0.40177290815745403,-0.5019065696526044,0.5001527555149001,0.21751597953360186,0.334849621890615,0.28051504405551714,0.8728538476891656,1720696286622423816
-0.4006091801878013,-0.5021562810374607,0.5011104792116798,0.21704766768925954,0.3358776301810301,0.2807523497973,0.8724990805599295,1720696286647423100
-0.40003395778723577,-0.5022788527796718,0.5011279808779282,0.21650876043130915,0.33589240333563697,0.28108860193639335,0.8725190243767477,1720696286672435156
-0.39900902963850626,-0.503586206996863,0.5015965747183093,0.21214014699541947,0.33071304742890556,0.28689143476165,0.8736811448998143,1720696286697422335
-0.39291841885944384,-0.5087068977769966,0.505305183811156,0.19786968864548382,0.3172239505992976,0.3053724595393416,0.8757649298963774,1720696286722422978
-0.38220870323501327,-0.5171531768983042,0.5120508091680508,0.17347541295489197,0.2938340881845259,0.3354898708001732,0.8780742316634631,1720696286747422509
-0.37011275194567106,-0.5266753506050665,0.5194320832521065,0.14460182901519225,0.2636457485051538,0.3691789956051374,0.8793680114403754,1720696286772381908
-0.3592646020550472,-0.5354214822764618,0.5254906228146325,0.1171931766669197,0.23205970041863352,0.3991477890171796,0.879258265418658,1720696286797421187
-0.3495663597766159,-0.5434830091548294,0.530034551843505,0.09231766990705759,0.20053564024926082,0.424900369755748,0.8779080706965731,1720696286822422806
-0.339630133740427,-0.5510500624862624,0.5343916341680199,0.06847212318929949,0.16924245188594134,0.447886628945651,0.8752520370940504,1720696286847423825
-0.32914071906065523,-0.5585075953276318,0.5383842141684472,0.04533740427707728,0.13711287792929558,0.46896295444475344,0.8713313524933044,1720696286872393706
-0.3186550282442876,-0.5656210830530908,0.5417603848732698,0.02288350080912266,0.10400323982285928,0.48775906006894143,0.866458753096609,1720696286897423972
-0.3080158013865334,-0.5723966338068047,0.5446340742756958,0.0013324236034388543,0.0699962445695211,0.5043313121011004,0.8606675769586579,1720696286922424054
-0.2969990028681104,-0.5789663520109386,0.5468578692633035,-0.01925052215030166,0.03517358612506413,0.5187726837112868,0.8539713923024779,1720696286947424678
-0.28514181905176833,-0.5854923844100041,0.5484896771221984,-0.04008770626860488,-0.002503010306126903,0.5315417568949417,0.8460792347189288,1720696286973921420
-0.2743594434879467,-0.5908548664573517,0.549433831141721,-0.05766594245588358,-0.03650170848134857,0.5406724716393849,0.8384602213402709,1720696286997433945
-0.2624234330977345,-0.5959755605696753,0.5500948360482099,-0.07536067417650831,-0.07272737493679227,0.5482117801388459,0.8297561942157847,1720696287022430332
-0.2502389384553654,-0.6005548239169906,0.5501536301838967,-0.09184845758264353,-0.10909111852507435,0.5533677015908549,0.8206382732572811,1720696287047422157
-0.23769598554264865,-0.6046089995727653,0.5495778172431389,-0.10730391100496942,-0.1457904750914878,0.5561952812009454,0.8110966756345616,1720696287072430013
-0.22474272475173288,-0.6079743410848624,0.548577159700662,-0.12154193051616229,-0.18231009906587162,0.5567386811939712,0.8012693852677726,1720696287097433360
-0.2114292462057516,-0.61055095720614,0.5472880395572108,-0.13473036793675572,-0.21815570170628432,0.5551107166565541,0.7912698086125314,1720696287122425309
-0.19775826422305098,-0.6123215640295329,0.5456550790588705,-0.146762161249691,-0.25359564520117966,0.5512875169285237,0.781173598145188,1720696287147431631
-0.18372303714930668,-0.6132631026061094,0.5435534396290442,-0.15724045986863516,-0.2893436389313375,0.5450060431872223,0.7710538951848175,1720696287172434777
-0.16935761334190322,-0.6132676914414616,0.5412992948707986,-0.1666821758444647,-0.3240735044298306,0.5366967151535779,0.7610190877538374,1720696287197436258
-0.15473131418262961,-0.6123538261391379,0.5387931970259399,-0.17483836081129872,-0.358010673397031,0.526288864077438,0.7511856873441496,1720696287222422739
-0.13988666590740176,-0.6104773587593537,0.5360715191560939,-0.18172620319204083,-0.39110054992175836,0.5137888593420039,0.7416447633067639,1720696287247433544
-0.1248744063824532,-0.6075574548146951,0.5332882907187403,-0.1874442269907418,-0.4231108203415466,0.49931436446438593,0.7324800754404676,1720696287272423203
-0.1120341226417278,-0.6041675095398333,0.5315167097372967,-0.19149052939743258,-0.44825169198153114,0.48644556913541354,0.7251017211780076,1720696287297436756
-0.10565799931665287,-0.6020385456715553,0.5304403125516883,-0.19368326865466334,-0.4613446589189114,0.47867083682424744,0.7214721942696152,1720696287322423371
-0.10584776162183984,-0.602130641675712,0.5296901401034825,-0.1939827274199814,-0.4626088531628106,0.4773835722068461,0.7214351498403202,1720696287347432943
-0.10841747172129906,-0.6031671683868655,0.529344085287229,-0.1932260624004596,-0.45871353172345214,0.47940510621056354,0.722783735817464,1720696287372422629
-0.10952570946934775,-0.6037152555697867,0.5296620276260421,-0.192487877944293,-0.4556068379384884,0.48156405920511464,0.7235101125416892,1720696287397422511
-0.1095086205828229,-0.6036485425246232,0.5304248800117194,-0.19239080015164092,-0.454095489339179,0.4828879399610229,0.7236036926515939,1720696287422422939
-0.10950990719317982,-0.6036660356421581,0.5304366947462035,-0.19230232649841753,-0.4539941887170985,0.4829791337704668,0.7236299110572538,1720696287447424997
-0.10956893069229545,-0.6037149835070058,0.5303475335114769,-0.19230909152076506,-0.45402548983663443,0.4829410668883419,0.7236338810543714,1720696287472426566
-0.10780583808890848,-0.6038947702906067,0.5306431594154071,-0.18889508738513713,-0.45427953050263903,0.4843196245363167,0.7234523173071358,1720696287497423074
-0.0978523431016668,-0.6046286218103208,0.5318315410862247,-0.1723066461745262,-0.4564906681371911,0.491029819131285,0.721676109007112,1720696287522818356
-0.08354524885943876,-0.6050084819320514,0.5341865429346797,-0.14987296526884866,-0.4587381654150461,0.5008921116748108,0.7184737172194325,1720696287547424080
-0.06920494869187122,-0.6053057731700104,0.5359966052563865,-0.12581951793749593,-0.46092153493924043,0.510621542605632,0.7148331467988005,1720696287572424327
-0.05552340124458971,-0.6054254211157527,0.5373074450509177,-0.10203488410177908,-0.46280155787009375,0.5197580849907733,0.7108130088469646,1720696287597437675
-0.041400081955284274,-0.60526576312059,0.5384806118764716,-0.07823272190945053,-0.46433400820485027,0.5290324197889464,0.7059732777232497,1720696287622422400
-0.027448093761338,-0.6045461840463654,0.5398734068277168,-0.05505293181672869,-0.4652029180771323,0.5382445227355465,0.7006056333316821,1720696287647423510
-0.013590004093059327,-0.603518532712804,0.5410897183495076,-0.03192211658956429,-0.4656975397649682,0.5472751378505608,0.6946918046299004,1720696287672423591
0.0004061442528211501,-0.6021825849371292,0.5421607186788588,-0.00878986986621724,-0.46574814516194896,0.5563225518671152,0.6881181742622412,1720696287697400782
0.01435863656680686,-0.600408071740459,0.5432279687900302,0.01424281710585574,-0.4653147815629229,0.565268612517776,0.6809924316188595,1720696287722422835
0.02821662414590953,-0.5982422242306907,0.5442468069580016,0.03718206628882969,-0.4644583439996971,0.57404163850556,0.6733291452903284,1720696287747423507
0.0420923404118177,-0.5957635102018535,0.5450238154105759,0.060143218950591805,-0.4632994549827094,0.5826393584527295,0.6650321693036941,1720696287772434059
0.0558855055743564,-0.5928986794741518,0.5457328614046871,0.08298607993729842,-0.46169628065113194,0.5910591708742393,0.6562003592615661,1720696287797434427
0.06957882375838675,-0.5895974996258552,0.5464644310368623,0.10559539996332441,-0.45958171239528806,0.5993507958415403,0.6468484247971179,1720696287822422632
0.08320999172097204,-0.5859266848259186,0.5470571558838192,0.12805578290067018,-0.4571196272480436,0.6074616800532695,0.6368937667438467,1720696287847433168
0.09675356499208781,-0.5818488380181546,0.5475544844995217,0.15041226684190576,-0.4542804977287912,0.6153146845346606,0.6264129774859171,1720696287872423306
0.11020559631930119,-0.5773748763771552,0.5479720421419514,0.1726552380801868,-0.4510491532611959,0.6229531510619681,0.6153650962540831,1720696287897422440
0.12351682697135385,-0.5725034785360228,0.5483404920085334,0.19465306157290246,-0.4473729334040745,0.6303967709568524,0.6037942987846964,1720696287922423510
0.13671168258314437,-0.5672246394894487,0.5486694758274092,0.21639300867255998,-0.443208818246835,0.6376781620422771,0.5916980402876661,1720696287947423902
0.14973002964389756,-0.5615488719858853,0.5489141507506502,0.2379812363339119,-0.43869483987742586,0.6446386683432608,0.5790964996393345,1720696287972432450
0.16262150465150743,-0.555460918409232,0.5490699551757221,0.259378705705744,-0.4338385143775,0.6513467267634971,0.5659101271435378,1720696287997437521
0.17534678399573908,-0.5489667034385599,0.54918799314754,0.28047204237153306,-0.4285990768287084,0.6577815489015593,0.552233373415792,1720696288022423274
0.18791851597823495,-0.542081413633121,0.5492187431621837,0.3013792104188829,-0.42295150230332607,0.6639398824394581,0.5380208460022059,1720696288047422998
