rpy.x,rpy.y,rpy.z
-0.005845060091684172,-0.010997949841378333,-2.5973027147774235
-0.005806522693560702,-0.010996266070301155,-2.5973122061501543
-0.005826395489987617,-0.011026899664748825,-2.5972645373173573
-0.005814039713230408,-0.011019138299437237,-2.597242479509283
-0.005885091650812969,-0.011021475073994003,-2.597301288855673
-0.005861262182314072,-0.011013984956526958,-2.5973198719354853
-0.0058742323900327405,-0.010994175047806448,-2.5972899541419103
-0.005904223316821134,-0.011011915387302871,-2.5972948921286094
-0.0058352284088998355,-0.011015132032305624,-2.597282044943539
-0.005832575952306027,-0.011018291500303715,-2.5973072335111227
-0.005824380852181399,-0.011006894725780779,-2.59731661719419
-0.0058494477343586345,-0.011017146790608464,-2.597299827436927
-0.00588567482277724,-0.011006911376885111,-2.5973045099063685
-0.005856516758205546,-0.01100464108013441,-2.597290338009194
-0.005801129518858115,-0.011046968661645912,-2.5972703962904125
-0.005832098633651146,-0.0110371147657982,-2.5972953630994784
-0.005856715146501107,-0.011025422326030297,-2.597277261094943
-0.005855254270722309,-0.01103885340803245,-2.5972298055543663
-0.005853386668863269,-0.011060699408126425,-2.5972396935809554
-0.0058310373983903,-0.011058306633512252,-2.597277383769565
-0.0058337822746361385,-0.011031378570374537,-2.5972703708463576
-0.0058647214868145624,-0.011015924133690676,-2.597320613206037
-0.005808623167097489,-0.011042664159483033,-2.597237397416178
-0.0058650002354805825,-0.011028363640197193,-2.5972890249376044
-0.005904537850256952,-0.011005216759200652,-2.5972775058060127
-0.005862693944173439,-0.011016451330322983,-2.5972643481586672
-0.005847904123075685,-0.011058107442008115,-2.5972638663985186
-0.005857702543932338,-0.011007101997489959,-2.5972755299943184
-0.005862128433924193,-0.0110521275635423,-2.597263824869306
-0.005875829935287838,-0.011023620564015048,-2.5972607541018404
-0.0058025500215588026,-0.011038158956323024,-2.5972483309926053
-0.005854650921542118,-0.011046437963222624,-2.597280491452112
-0.00584555672679793,-0.011049837904324221,-2.597260754686195
-0.005861257005672482,-0.011016866715716032,-2.5972878040228444
-0.005923023764523602,-0.011015113722580778,-2.5972753518114224
-0.0058781131360727875,-0.011066550583193594,-2.5972471766713596
-0.005810888829321556,-0.011063413448937241,-2.5972551701180393
-0.005857242184289278,-0.011028268554808778,-2.5972760299610385
-0.005873233205480903,-0.011038519730730448,-2.597264037750415
-0.005919557208760387,-0.011012187298411852,-2.597238494785899
-0.0059036717307937425,-0.01101688495763664,-2.5972551585176555
-0.005893491790573712,-0.01101990792292126,-2.597260588560661
-0.006871520178625587,-0.010696890322975954,-2.603303402283632
-0.011391604981771702,-0.009644354392817201,-2.6252887597868377
-0.020890617962806404,-0.008259473086686883,-2.6636088994586054
-0.03209680587509116,-0.007800903257895152,-2.708515054508216
-0.041581434293262345,-0.008799442706434266,-2.7528361381600113
-0.04997815124916836,-0.010914016559311205,-2.795144020939756
-0.05918588328047344,-0.014061432501101298,-2.8362023685837663
-0.06832920845865069,-0.018234394347590794,-2.876874475136104
-0.0769793885402655,-0.023460806700116445,-2.917224914084354
-0.08509009686388616,-0.029639427959615675,-2.957608490800535
-0.09280033442395992,-0.036864891754437426,-2.9980695236307584
-0.09981832803134706,-0.0449600200381786,-3.0381506134769736
-0.10641843778591949,-0.0539997594670517,-3.0780262956068576
-0.11228005991250078,-0.0639024282369846,-3.1180789479151443
-0.1172787717631127,-0.07457018250183788,3.125127448264906
-0.12138147317433949,-0.08591836751162475,3.085360415638558
-0.12457491595542873,-0.09797841696968129,3.0456171547084363
-0.12667226419448288,-0.1105882158287826,3.0058283453478785
-0.12775015618084043,-0.12378571907818865,2.9658808057708805
-0.12781460861222926,-0.13743883486658598,2.9260145169049783
-0.12671629457266126,-0.15138370055703437,2.8862579659548473
-0.12451239776404761,-0.16570755365863937,2.8464164949167374
-0.12104917562528779,-0.18019791277666722,2.8063492552613143
-0.1161247424930832,-0.1948198225198109,2.76528949435355
-0.10995240478293042,-0.20941462174728215,2.7243472203371133
-0.10267268814507716,-0.2240244669950891,2.683747013061006
-0.09403859709912041,-0.2383347912749567,2.6427730744591345
-0.08384133872880055,-0.2521365646387041,2.601386673538858
-0.07242249421558311,-0.26562622785313683,2.559687673223374
-0.05968729570527411,-0.2787750528181567,2.5176650926208284
-0.04558364025985645,-0.2914862103577016,2.475084026320116
-0.030134370206865258,-0.3030813410625063,2.4324809025903815
-0.013322650353321279,-0.31399679115250867,2.389182885102044
0.004552809531080779,-0.32370959307049924,2.345773210856295
0.023796129736049366,-0.33292846671226534,2.301713742755055
0.04414647234009333,-0.3407707040999362,2.257375750571804
0.06557511847387874,-0.3473343051804822,2.212757695413572
0.08780840632110906,-0.3525155960038799,2.1679308878849057
0.11104294957856482,-0.35651814491102757,2.123031715408807
0.1349623981869039,-0.3589215515175717,2.078059657005169
0.15946507619803638,-0.35965355476361277,2.032761862137061
0.18461495922160331,-0.35903073255802903,1.987421699405995
0.21006714653639064,-0.35675395682871447,1.9424645522448412
0.2356850183320026,-0.3527083812524304,1.897849415105237
0.2613044454028499,-0.3469081017081398,1.8534315694787102
0.2869926694637479,-0.33936944524683194,1.8093379298861885
0.3125616853115841,-0.33014540035599954,1.7657500760743856
0.33775605188286284,-0.31917602248618865,1.7227408758691367
0.3623567799669195,-0.3063237824759453,1.6803195047973052
0.38636135388358206,-0.29180669777564083,1.6387735170887654
0.40984650694898195,-0.27564459521575385,1.5977981502090097
0.43261108064654286,-0.2579387936089236,1.557811369468949
0.45438513577171374,-0.23858014564867197,1.5186548414216032
0.47489492458238747,-0.21767726900122983,1.4805284361876456
0.4945645024493665,-0.19514674803776172,1.443052204638318
0.5131894096849371,-0.17139729905451792,1.4068533694084324
0.5290666766787272,-0.14887614898395393,1.3750254313127648
0.5360916094817424,-0.1382757031889199,1.3610624667538638
0.5350247354773316,-0.13753730580378007,1.358732502268363
0.5328181359990952,-0.14015212095319257,1.361541561273887
0.5324471051247617,-0.14224195576010584,1.3651214578996593
0.532429294620296,-0.1430641461133163,1.3667737256263472
0.532227145104674,-0.14325244041390675,1.3669417953437024
0.5321905061826373,-0.14330355378836593,1.3670741699793452
0.5295557511399054,-0.14274315553186595,1.3665072099614028
0.5213625158258183,-0.1407628541639858,1.362220495004202
0.5120896020386584,-0.13855357865030063,1.3538553961703796
0.5015378113634756,-0.13594917036554563,1.3454489450125076
0.48897002879896445,-0.13275612420641356,1.3385906383777635
0.4766306457564479,-0.12961275893099092,1.331506787462578
0.4654338213329089,-0.12673754449541563,1.3238381401851071
0.45457964095375464,-0.12387639816202846,1.3162325125780412
0.44357743757691853,-0.12092091384729318,1.3086935035772336
0.43236168313060175,-0.11795798579482904,1.3009502987659192
0.4214965841786868,-0.11506380317612211,1.2931111134412632
0.41058665375610254,-0.11207549716904103,1.2854449359492575
0.39941728333115234,-0.10902945641264798,1.2777517966231295
0.3889644737755126,-0.10617961457605461,1.2698702537905735
0.3779037148797357,-0.10315974604267349,1.262065234541031
0.3668536823161841,-0.10014033707742398,1.254295633499083
0.35621625233073423,-0.09719376236870958,1.2463749096827494
0.34524098389698826,-0.09417535303839843,1.2383773153777653
0.33389869825638135,-0.09101616213495353,1.2304883707557823
0.32311694839755406,-0.08800078563999628,1.2225562386274085
0.3123637441733238,-0.08497049028248436,1.2145117969257664
