IMU,nth_pos,acc.x,acc.y,acc.z,gyr.x,gyr.y,gyr.z,mag.x,mag.y,mag.z,mag.norm,nsecs,secs
1.0,0,-0.14844277501106262,-0.014365429058670998,10.814773559570312,-0.012517048045992851,0.029295219108462334,-0.002396881580352783,16.23206329345703,15.586036682128906,10.964285850524902,25.03237868104994,671018831,1720698885
1.0,0,-0.1412600576877594,0.03112509660422802,10.82674503326416,-0.0143812894821167,0.0287625789642334,0.000532640318851918,15.882987022399902,15.586036682128906,9.952198028564453,24.37703964410268,684018831,1720698885
1.0,0,-0.06464443355798721,0.03830781206488609,10.781254768371582,-0.015712888911366463,0.02689833752810955,-0.001065280637703836,16.581140518188477,15.235788345336914,10.289560317993164,24.757595176539972,696018831,1720698885
1.0,0,-0.055067479610443115,-0.009576953016221523,10.860264778137207,-0.015979209914803505,0.02982785925269127,0.002663201652467251,17.45383071899414,14.710416793823242,10.458242416381836,25.1079151554865,709018831,1720698885
1.0,0,-0.13407734036445618,0.002394238254055381,10.79561996459961,-0.014913929626345634,0.03009418025612831,0.002929521957412362,17.802907943725586,14.36016845703125,9.44615364074707,24.746470212369317,721018831,1720698885
1.0,0,-0.08858681470155716,0.04788476601243019,10.853082656860352,-0.015180249698460102,0.027164656668901443,0.0018642412032932043,16.23206329345703,14.535292625427246,9.614835739135742,23.81595424836378,734018831,1720698885
1.0,0,0.014365429058670998,-0.03830781206488609,10.833927154541016,-0.016778171062469482,0.029561540111899376,0.003994802478700876,16.755678176879883,14.710416793823242,9.10879135131836,24.08566364659728,746018831,1720698885
1.0,0,-0.10534647852182388,0.03830781206488609,10.915331840515137,-0.015180249698460102,0.028229938820004463,-0.000266320159425959,15.184833526611328,15.936284065246582,10.964285850524902,24.591866201066402,759018831,1720698885
1.0,0,-0.17477938532829285,0.06703867018222809,10.728581428527832,-0.01384864840656519,0.028229938820004463,0.0013316008262336254,15.184833526611328,15.235788345336914,9.952198028564453,23.70136412391839,771018831,1720698885
1.0,0,-0.06225019320845604,-0.014365429058670998,10.848294258117676,-0.014913929626345634,0.02689833752810955,0.004261122550815344,16.406600952148438,16.811904907226562,10.458242416381836,25.713644935179353,784018831,1720698885
1.0,0,-0.09337528795003891,-0.004788476508110762,10.850687980651855,-0.011984407901763916,0.0287625789642334,0.004527443088591099,16.23206329345703,15.586036682128906,10.626923561096191,24.886460628077355,796018831,1720698885
1.0,0,-0.1604139655828476,0.009576953016221523,10.865053176879883,-0.014114969410002232,0.02902889810502529,0.006658004131168127,15.010294914245605,14.009920120239258,10.120879173278809,22.891461517959506,809018831,1720698885
1.0,0,-0.06703867018222809,0.04309628903865814,10.781254768371582,-0.016778171062469482,0.03222474083304405,0.0013316008262336254,15.882987022399902,14.185044288635254,10.626923561096191,23.799501309852033,821018831,1720698885
1.0,0,-0.05746171623468399,0.014365429058670998,10.893783569335938,-0.014647609554231167,0.03195841982960701,0.0007989605655893683,17.104755401611328,16.46165657043457,8.771429061889648,25.308037501545748,834018831,1720698885
1.0,0,-0.06943290680646896,0.04309628903865814,10.836321830749512,-0.014647609554231167,0.03195841982960701,0.0007989605655893683,16.057525634765625,15.41091251373291,9.783516883850098,24.311675315240304,846018831,1720698885
1.0,0,-0.1125291958451271,0.050279002636671066,10.869841575622559,-0.016245530918240547,0.03195841982960701,0.002130561275407672,16.406600952148438,15.41091251373291,9.10879135131836,24.282562862902665,859018831,1720698885
1.0,0,-0.07182714343070984,0.03591357171535492,10.893783569335938,-0.013049688190221786,0.02902889810502529,0.005060083232820034,15.533909797668457,16.28653335571289,9.952198028564453,24.608936749656838,871018831,1720698885
1.0,0,-0.04309628903865814,0.016759667545557022,10.781254768371582,-0.014114969410002232,0.02769729681313038,0.0037284824065864086,16.581140518188477,14.885540008544922,9.614835739135742,24.268469018882612,884018831,1720698885
1.0,0,-0.08379834145307541,0.02633661963045597,10.843505859375,-0.014913929626345634,0.029295219108462334,0.0037284824065864086,16.23206329345703,14.885540008544922,9.614835739135742,24.031318032920055,896018831,1720698885
1.0,0,-0.13647158443927765,0.0,10.853082656860352,-0.014913929626345634,0.02769729681313038,-0.0013316008262336254,16.23206329345703,14.885540008544922,9.614835739135742,24.031318032920055,909018831,1720698885
1.0,0,-0.06703867018222809,0.028730858117341995,10.800408363342285,-0.010120166465640068,0.028229938820004463,0.0007989605655893683,16.23206329345703,14.885540008544922,9.614835739135742,24.031318032920055,921018831,1720698885
1.0,0,-0.12450038641691208,0.02154814451932907,10.881813049316406,-0.015979209914803505,0.0287625789642334,0.002663201652467251,16.23206329345703,14.885540008544922,9.614835739135742,24.031318032920055,934018831,1720698885
